    Name     |      Class      | Score 
BOB          |  K66A4 KHMT&TT  |  4.4  
KALYN        |  K64A4 KHMT&TT  |  3.0  
SAMUEL       |  K63A2 ToanTin  |  2.1  
RACQUEL      |   K63A5 KHDL    |  0.5  
FRIEDA       |   K63A5 KHDL    |  8.2  
SAVANNA      |  K67A3 KHMT&TT  |  9.9  
ANGELICA     |   K66A5 KHDL    |  7.0  
ALAINA       |  K65A2 ToanTin  |  2.0  
LETITIA      |   K63A5 KHDL    |  1.6  
DAVIDA       |  K67A1 ToanHoc  |  4.3  
RUTH         |  K66A2 ToanTin  |  0.4  
WILSON       |  K66A1 ToanHoc  |  9.1  
AURORE       |  K65A4 KHMT&TT  |  5.6  
VENICE       |   K64A5 KHDL    |  6.0  
JERRY        |  K65A1 ToanHoc  |  7.2  
LINDSY       |  K67A3 KHMT&TT  |  4.4  
RICKY        |  K64A4 KHMT&TT  |  6.2  
TED          |   K66A5 KHDL    |  2.3  
FRANKLIN     |  K67A3 KHMT&TT  |  9.9  
JERROLD      |  K66A3 KHMT&TT  |  0.9  
SHAINA       |  K63A3 KHMT&TT  |  6.1  
HEATH        |  K63A3 KHMT&TT  |  8.1  
HERIBERTO    |   K65A5 KHDL    |  9.7  
MARGHERITA   |  K63A1 ToanHoc  |  4.2  
JACKELYN     |  K65A3 KHMT&TT  |  0.1  
JULIETA      |  K64A3 KHMT&TT  |  6.0  
TARSHA       |  K66A2 ToanTin  |  6.0  
GERI         |  K67A3 KHMT&TT  |  4.8  
LIZETTE      |  K66A4 KHMT&TT  |  2.0  
BERNARD      |  K64A3 KHMT&TT  |  7.4  
ODELL        |  K64A2 ToanTin  |  5.8  
CANDIS       |  K65A1 ToanHoc  |  5.3  
AKILAH       |  K64A3 KHMT&TT  |  9.3  
JEFFIE       |  K65A2 ToanTin  |  4.7  
BESSIE       |   K66A5 KHDL    |  2.2  
VERSIE       |  K64A2 ToanTin  |  0.7  
LORETTA      |   K63A5 KHDL    |  4.1  
LYNNETTE     |  K66A1 ToanHoc  |  9.9  
BERNARDINA   |  K67A1 ToanHoc  |  6.4  
SCOTTY       |  K66A3 KHMT&TT  |  7.3  
ENRIQUETA    |  K63A2 ToanTin  |  3.6  
ROD          |  K64A1 ToanHoc  |  6.3  
SHARLEEN     |  K66A2 ToanTin  |  0.0  
MAYBELLE     |   K66A5 KHDL    |  0.6  
ODELIA       |  K67A4 KHMT&TT  |  5.8  
MOHAMMED     |   K64A5 KHDL    |  5.1  
AUGUSTINA    |  K67A2 ToanTin  |  1.2  
CHARITY      |   K64A5 KHDL    |  9.4  
JACQUELYNE   |  K66A4 KHMT&TT  |  2.4  
ZELLA        |  K63A4 KHMT&TT  |  8.8  
HOSEA        |  K67A2 ToanTin  |  9.2  
LATANYA      |  K65A4 KHMT&TT  |  3.5  
BETTE        |  K67A3 KHMT&TT  |  4.7  
QUENTIN      |   K65A5 KHDL    |  0.7  
KIMBER       |  K64A1 ToanHoc  |  2.2  
ERIN         |  K63A2 ToanTin  |  5.8  
ZACK         |  K63A3 KHMT&TT  |  5.4  
JUANA        |  K65A2 ToanTin  |  2.0  
ELISSA       |  K65A3 KHMT&TT  |  7.9  
ADAM         |  K65A1 ToanHoc  |  0.8  
DORTHEY      |  K66A4 KHMT&TT  |  9.3  
EDWARDO      |  K67A3 KHMT&TT  |  4.1  
TAMERA       |  K63A3 KHMT&TT  |  3.9  
LAURETTA     |  K67A4 KHMT&TT  |  0.2  
LAWANDA      |  K67A1 ToanHoc  |  1.1  
NICHOL       |   K63A5 KHDL    |  8.1  
DREW         |  K64A4 KHMT&TT  |  8.1  
KYLA         |  K63A4 KHMT&TT  |  9.4  
ANDREA       |  K67A1 ToanHoc  |  6.9  
BENITO       |  K65A2 ToanTin  |  0.8  
OUIDA        |   K67A5 KHDL    |  9.1  
AMAL         |  K67A4 KHMT&TT  |  8.7  
CARITA       |  K64A3 KHMT&TT  |  3.8  
MARGENE      |  K67A1 ToanHoc  |  6.1  
GITA         |  K65A4 KHMT&TT  |  10.0 
MARLYN       |   K66A5 KHDL    |  5.1  
KATHERYN     |  K65A1 ToanHoc  |  6.2  
AIDA         |  K67A1 ToanHoc  |  9.4  
JENINE       |  K67A2 ToanTin  |  0.8  
JEANNETTA    |  K67A1 ToanHoc  |  5.8  
BOBBIE       |  K66A1 ToanHoc  |  0.5  
KAROL        |  K64A4 KHMT&TT  |  7.0  
LORRETTA     |  K63A2 ToanTin  |  7.6  
FREDDIE      |  K65A1 ToanHoc  |  8.6  
EVANGELINE   |  K63A4 KHMT&TT  |  5.9  
CAREN        |  K65A2 ToanTin  |  1.5  
KALEY        |  K65A1 ToanHoc  |  1.8  
KATHERYN     |  K66A4 KHMT&TT  |  3.6  
THERON       |  K63A3 KHMT&TT  |  0.9  
CATERINA     |  K66A1 ToanHoc  |  4.9  
FRANCES      |  K63A2 ToanTin  |  9.1  
ROSY         |  K65A3 KHMT&TT  |  0.6  
SUSAN        |  K65A4 KHMT&TT  |  0.1  
CYRUS        |  K64A3 KHMT&TT  |  0.3  
NELLIE       |  K67A2 ToanTin  |  1.6  
FREDERIC     |   K66A5 KHDL    |  8.4  
SU           |  K67A3 KHMT&TT  |  1.9  
BRET         |  K66A2 ToanTin  |  8.1  
FERNANDA     |  K67A1 ToanHoc  |  9.8  
NAM          |  K64A3 KHMT&TT  |  8.0  
MONIKA       |  K67A1 ToanHoc  |  4.7  
TASHINA      |   K65A5 KHDL    |  1.9  
RANDY        |  K66A1 ToanHoc  |  2.1  
KARMEN       |  K67A3 KHMT&TT  |  0.1  
TILLIE       |  K63A3 KHMT&TT  |  5.8  
MONNIE       |  K66A4 KHMT&TT  |  3.7  
LARONDA      |  K66A1 ToanHoc  |  8.8  
KRYSTLE      |  K65A2 ToanTin  |  8.4  
CORRIE       |  K67A1 ToanHoc  |  4.7  
HARMONY      |  K64A2 ToanTin  |  9.6  
JOHNATHAN    |   K67A5 KHDL    |  2.8  
CORETTA      |  K66A2 ToanTin  |  9.2  
SHELLA       |  K66A3 KHMT&TT  |  1.7  
DIGNA        |  K67A4 KHMT&TT  |  9.5  
KANDY        |  K65A3 KHMT&TT  |  8.8  
ROMANA       |  K66A3 KHMT&TT  |  9.4  
KIZZIE       |  K63A1 ToanHoc  |  9.8  
LORIS        |  K65A4 KHMT&TT  |  6.2  
AYANNA       |  K67A4 KHMT&TT  |  0.9  
ALPHONSE     |   K63A5 KHDL    |  6.6  
DORIA        |  K63A2 ToanTin  |  4.8  
VICTOR       |  K64A1 ToanHoc  |  6.1  
JOSEFA       |  K64A2 ToanTin  |  4.3  
JAIMEE       |   K66A5 KHDL    |  2.8  
DOMINGA      |  K65A3 KHMT&TT  |  0.6  
SIOBHAN      |   K66A5 KHDL    |  9.8  
MEI          |  K63A3 KHMT&TT  |  4.8  
JOEL         |  K67A1 ToanHoc  |  8.3  
DAINA        |   K64A5 KHDL    |  0.7  
GWENN        |  K63A3 KHMT&TT  |  0.5  
MARGY        |  K67A2 ToanTin  |  4.0  
DEEDRA       |  K65A3 KHMT&TT  |  4.2  
DORTHY       |  K65A3 KHMT&TT  |  8.1  
NELIA        |  K65A1 ToanHoc  |  8.8  
CLORINDA     |   K66A5 KHDL    |  0.3  
LUISA        |  K67A2 ToanTin  |  4.7  
ARIE         |  K66A1 ToanHoc  |  5.4  
ELI          |  K65A1 ToanHoc  |  3.5  
RAPHAEL      |  K64A2 ToanTin  |  4.7  
AILENE       |  K66A3 KHMT&TT  |  0.8  
ELVIS        |  K63A2 ToanTin  |  4.5  
MAYA         |  K63A4 KHMT&TT  |  0.0  
FAY          |  K65A4 KHMT&TT  |  8.9  
KATHERINA    |  K65A4 KHMT&TT  |  3.8  
CHRIS        |  K63A2 ToanTin  |  5.7  
GEMMA        |  K67A2 ToanTin  |  9.2  
RENATA       |  K66A1 ToanHoc  |  3.1  
ABE          |  K65A2 ToanTin  |  1.4  
KURTIS       |  K67A2 ToanTin  |  0.1  
ERNESTINA    |  K66A3 KHMT&TT  |  2.7  
MERCEDEZ     |  K65A3 KHMT&TT  |  4.0  
CRYSTAL      |  K63A3 KHMT&TT  |  2.2  
ROMEO        |  K67A3 KHMT&TT  |  0.9  
CLAUDETTE    |   K66A5 KHDL    |  7.9  
LUIGI        |  K67A2 ToanTin  |  2.7  
LORAINE      |  K65A4 KHMT&TT  |  5.2  
KARMEN       |  K64A2 ToanTin  |  0.8  
OLIN         |  K66A3 KHMT&TT  |  0.4  
KENDRICK     |   K64A5 KHDL    |  6.1  
SILVA        |  K63A4 KHMT&TT  |  1.6  
ALINE        |  K64A4 KHMT&TT  |  7.0  
MARILU       |  K66A3 KHMT&TT  |  4.5  
PAT          |  K64A2 ToanTin  |  1.9  
FERDINAND    |  K63A1 ToanHoc  |  3.9  
ARNITA       |  K65A3 KHMT&TT  |  3.5  
KERMIT       |  K67A4 KHMT&TT  |  9.6  
JOLANDA      |  K64A2 ToanTin  |  7.2  
INGEBORG     |  K63A4 KHMT&TT  |  6.8  
CHRISTEN     |  K67A1 ToanHoc  |  2.1  
TAMBRA       |  K63A1 ToanHoc  |  9.0  
ANTONY       |   K65A5 KHDL    |  5.7  
MARGENE      |  K64A1 ToanHoc  |  9.6  
MARINE       |  K63A1 ToanHoc  |  9.6  
NOMA         |  K65A2 ToanTin  |  8.4  
EARNESTINE   |  K66A1 ToanHoc  |  0.3  
SCOTTY       |  K67A1 ToanHoc  |  2.2  
AMALIA       |  K65A4 KHMT&TT  |  0.8  
DORIS        |  K66A4 KHMT&TT  |  3.8  
NIDIA        |   K65A5 KHDL    |  5.5  
CATHEY       |   K65A5 KHDL    |  1.0  
KAREY        |   K63A5 KHDL    |  7.9  
DONETTE      |   K64A5 KHDL    |  9.3  
JERALDINE    |  K63A4 KHMT&TT  |  4.6  
CRISTIE      |  K63A1 ToanHoc  |  1.0  
FRANCOISE    |  K66A1 ToanHoc  |  5.9  
IOLA         |  K65A1 ToanHoc  |  4.1  
MARCELA      |  K65A4 KHMT&TT  |  7.7  
SIBYL        |  K66A4 KHMT&TT  |  8.9  
VERLA        |  K64A1 ToanHoc  |  4.7  
HERMINIA     |  K67A2 ToanTin  |  8.8  
ELIZEBETH    |  K65A4 KHMT&TT  |  3.4  
BIRGIT       |  K67A1 ToanHoc  |  0.4  
REGGIE       |  K64A3 KHMT&TT  |  8.9  
WES          |  K64A1 ToanHoc  |  8.6  
JENNINE      |   K64A5 KHDL    |  9.3  
MAGNOLIA     |  K64A1 ToanHoc  |  4.7  
REGINIA      |  K65A4 KHMT&TT  |  8.5  
HOLLY        |  K64A3 KHMT&TT  |  0.3  
BETHANY      |  K64A2 ToanTin  |  9.6  
RACHEAL      |  K67A3 KHMT&TT  |  8.7  
VENA         |   K67A5 KHDL    |  3.1  
GRAIG        |  K64A3 KHMT&TT  |  1.9  
MARIELLE     |  K65A4 KHMT&TT  |  9.2  
DAPHNE       |  K65A4 KHMT&TT  |  1.3  
ELDRIDGE     |  K66A2 ToanTin  |  9.7  
STEPHINE     |   K67A5 KHDL    |  2.1  
ALEIDA       |   K63A5 KHDL    |  7.5  
NUMBERS      |  K65A2 ToanTin  |  6.8  
GAYLENE      |   K65A5 KHDL    |  8.9  
ETTIE        |  K64A1 ToanHoc  |  3.3  
MIGDALIA     |   K63A5 KHDL    |  8.8  
KAYLEEN      |  K63A3 KHMT&TT  |  0.2  
TEMEKA       |  K67A1 ToanHoc  |  0.1  
HENRIETTA    |  K66A2 ToanTin  |  1.0  
MAN          |   K66A5 KHDL    |  0.2  
THOMASINA    |  K65A1 ToanHoc  |  9.7  
NELDA        |  K64A3 KHMT&TT  |  6.6  
PHYLIS       |  K64A1 ToanHoc  |  3.2  
FRIEDA       |  K66A2 ToanTin  |  8.2  
SONNY        |  K64A1 ToanHoc  |  7.8  
PANSY        |   K65A5 KHDL    |  5.6  
ADELAIDA     |  K64A4 KHMT&TT  |  6.2  
JALEESA      |  K67A3 KHMT&TT  |  8.2  
DOT          |  K66A3 KHMT&TT  |  6.9  
BOK          |   K67A5 KHDL    |  8.0  
DARIN        |  K67A1 ToanHoc  |  1.3  
LUANNA       |   K64A5 KHDL    |  1.1  
CASSONDRA    |   K65A5 KHDL    |  2.2  
JADE         |  K67A3 KHMT&TT  |  7.8  
MANIE        |  K63A3 KHMT&TT  |  9.9  
ERICA        |  K65A1 ToanHoc  |  9.8  
MARICELA     |   K65A5 KHDL    |  6.0  
CREOLA       |  K65A1 ToanHoc  |  1.1  
BENITO       |  K63A2 ToanTin  |  5.6  
ELTON        |  K64A1 ToanHoc  |  5.8  
BENJAMIN     |  K64A3 KHMT&TT  |  6.3  
CATHERYN     |  K67A1 ToanHoc  |  8.8  
TOMAS        |   K64A5 KHDL    |  1.5  
DIAN         |  K66A2 ToanTin  |  3.8  
DARLENA      |  K64A3 KHMT&TT  |  9.4  
KAI          |  K63A4 KHMT&TT  |  3.3  
MADDIE       |  K66A1 ToanHoc  |  9.3  
AGUEDA       |  K63A1 ToanHoc  |  3.9  
SONA         |  K64A4 KHMT&TT  |  6.8  
SYLVIE       |  K64A3 KHMT&TT  |  8.4  
MARGRETT     |  K67A4 KHMT&TT  |  8.9  
EARL         |   K64A5 KHDL    |  10.0 
LESTER       |  K64A4 KHMT&TT  |  8.8  
KANISHA      |  K66A1 ToanHoc  |  7.9  
WILDA        |  K65A4 KHMT&TT  |  9.0  
DEON         |  K64A4 KHMT&TT  |  0.7  
NERY         |  K66A1 ToanHoc  |  0.3  
SHEILAH      |   K65A5 KHDL    |  9.7  
JANESSA      |   K66A5 KHDL    |  4.5  
TEODORO      |   K66A5 KHDL    |  1.5  
KENA         |  K65A3 KHMT&TT  |  7.7  
ROSEANN      |  K64A4 KHMT&TT  |  8.2  
NELLE        |  K63A1 ToanHoc  |  9.6  
CRISSY       |  K64A2 ToanTin  |  2.8  
SOO          |   K67A5 KHDL    |  6.4  
AVELINA      |  K64A1 ToanHoc  |  9.7  
JONAS        |  K64A2 ToanTin  |  7.0  
BARTON       |  K64A4 KHMT&TT  |  2.3  
ANNELLE      |  K65A3 KHMT&TT  |  5.3  
REBECA       |  K67A3 KHMT&TT  |  1.2  
KIRA         |  K65A3 KHMT&TT  |  7.1  
SIRENA       |  K64A3 KHMT&TT  |  3.0  
ZENOBIA      |  K66A1 ToanHoc  |  0.8  
STEPHINE     |  K64A2 ToanTin  |  9.7  
JASMIN       |  K67A2 ToanTin  |  9.3  
SANA         |  K66A1 ToanHoc  |  6.5  
WALDO        |  K65A3 KHMT&TT  |  6.5  
MARIANELA    |  K65A3 KHMT&TT  |  9.6  
MARVA        |  K65A2 ToanTin  |  6.7  
LUPITA       |  K67A4 KHMT&TT  |  2.5  
PHYLISS      |  K67A3 KHMT&TT  |  0.9  
CHERLYN      |  K65A2 ToanTin  |  5.4  
TUYET        |  K67A3 KHMT&TT  |  5.9  
SANDI        |  K64A3 KHMT&TT  |  2.6  
EVELYNN      |   K64A5 KHDL    |  6.6  
GISELA       |  K65A4 KHMT&TT  |  4.0  
TOCCARA      |  K63A4 KHMT&TT  |  6.3  
WILLOW       |  K67A2 ToanTin  |  1.1  
NICOLAS      |  K67A2 ToanTin  |  4.4  
KRISTINE     |  K63A4 KHMT&TT  |  0.4  
KELVIN       |  K63A1 ToanHoc  |  5.5  
DENYSE       |  K63A4 KHMT&TT  |  4.2  
LEXIE        |   K64A5 KHDL    |  0.9  
SHIZUE       |  K64A2 ToanTin  |  7.1  
GOLDA        |  K64A2 ToanTin  |  6.0  
LORENZO      |  K64A2 ToanTin  |  5.1  
GEMA         |   K66A5 KHDL    |  2.1  
MARK         |  K64A3 KHMT&TT  |  4.7  
CLEOPATRA    |  K64A3 KHMT&TT  |  8.8  
LEOLA        |  K66A1 ToanHoc  |  5.5  
IVELISSE     |  K63A4 KHMT&TT  |  9.9  
FELIPA       |  K63A3 KHMT&TT  |  9.0  
ANIKA        |   K66A5 KHDL    |  0.5  
AGATHA       |  K63A3 KHMT&TT  |  6.1  
LON          |   K66A5 KHDL    |  6.7  
LEILANI      |  K63A2 ToanTin  |  8.8  
ALESSANDRA   |  K64A2 ToanTin  |  5.1  
CHARIS       |  K64A2 ToanTin  |  4.8  
ALYCIA       |  K65A1 ToanHoc  |  6.2  
PHYLISS      |  K63A2 ToanTin  |  0.4  
KARIMA       |  K65A4 KHMT&TT  |  5.9  
ROCHEL       |  K64A2 ToanTin  |  0.2  
DEENA        |  K65A1 ToanHoc  |  1.2  
CHET         |  K67A1 ToanHoc  |  0.0  
AYANNA       |   K63A5 KHDL    |  9.6  
DAGNY        |  K63A2 ToanTin  |  7.0  
VELVET       |  K66A4 KHMT&TT  |  0.7  
GHISLAINE    |   K63A5 KHDL    |  0.6  
DORIS        |  K63A2 ToanTin  |  4.2  
ELIZABETH    |  K64A2 ToanTin  |  9.1  
THRESA       |  K66A3 KHMT&TT  |  2.8  
KATHRIN      |  K65A1 ToanHoc  |  7.8  
MARIO        |  K64A4 KHMT&TT  |  7.3  
JOHNIE       |  K65A4 KHMT&TT  |  2.3  
LAHOMA       |  K65A4 KHMT&TT  |  9.7  
DEANN        |  K65A1 ToanHoc  |  2.1  
HILMA        |  K65A2 ToanTin  |  6.0  
PEARLE       |   K67A5 KHDL    |  3.6  
SHU          |  K66A1 ToanHoc  |  5.3  
MARIANA      |  K67A2 ToanTin  |  6.7  
GEMMA        |  K67A4 KHMT&TT  |  4.6  
BAILEY       |  K66A3 KHMT&TT  |  3.5  
FRANKLYN     |   K67A5 KHDL    |  5.3  
TRAN         |  K63A1 ToanHoc  |  7.3  
JANINA       |  K66A2 ToanTin  |  2.6  
STEFANIE     |   K67A5 KHDL    |  0.9  
CLARA        |   K64A5 KHDL    |  3.0  
JOHNSIE      |   K63A5 KHDL    |  4.7  
TERI         |  K64A3 KHMT&TT  |  1.0  
IRA          |  K66A4 KHMT&TT  |  5.8  
TEMPLE       |  K67A4 KHMT&TT  |  8.5  
DOTTIE       |   K66A5 KHDL    |  3.4  
NENA         |  K67A4 KHMT&TT  |  3.5  
JOLINE       |  K65A1 ToanHoc  |  6.1  
NATHAN       |  K63A4 KHMT&TT  |  6.1  
ALLA         |  K64A3 KHMT&TT  |  7.2  
HILARIA      |   K66A5 KHDL    |  1.6  
ROBERTO      |  K64A3 KHMT&TT  |  7.4  
MARITZA      |  K66A4 KHMT&TT  |  3.7  
VENUS        |  K65A3 KHMT&TT  |  6.7  
JOSELYN      |  K64A1 ToanHoc  |  8.2  
BRIANA       |  K63A2 ToanTin  |  1.5  
RANAE        |  K66A2 ToanTin  |  7.9  
BETTY        |  K65A3 KHMT&TT  |  2.1  
ELVIRA       |  K66A2 ToanTin  |  1.0  
SALLY        |  K64A2 ToanTin  |  3.1  
JULIANA      |  K63A3 KHMT&TT  |  2.7  
MIRA         |   K64A5 KHDL    |  9.5  
TUYET        |  K67A1 ToanHoc  |  2.6  
VIRGIE       |  K67A4 KHMT&TT  |  5.9  
LORE         |  K67A2 ToanTin  |  9.3  
GLORY        |  K67A1 ToanHoc  |  9.2  
FOREST       |   K64A5 KHDL    |  8.0  
ELINA        |   K66A5 KHDL    |  3.7  
TIESHA       |  K65A4 KHMT&TT  |  4.1  
DRUCILLA     |  K63A4 KHMT&TT  |  5.5  
RUBEN        |  K67A1 ToanHoc  |  7.7  
SERAFINA     |  K66A4 KHMT&TT  |  0.4  
ROSELLE      |  K63A3 KHMT&TT  |  5.4  
KEVEN        |  K67A1 ToanHoc  |  8.3  
CARL         |  K66A1 ToanHoc  |  6.7  
JOLINE       |  K66A3 KHMT&TT  |  3.4  
JALEESA      |   K66A5 KHDL    |  1.1  
MERLIN       |  K63A3 KHMT&TT  |  5.4  
ARACELIS     |  K66A2 ToanTin  |  8.5  
DENNISE      |  K67A3 KHMT&TT  |  0.3  
ISIAH        |  K66A3 KHMT&TT  |  8.8  
LEOMA        |  K65A2 ToanTin  |  0.0  
TU           |  K64A2 ToanTin  |  2.9  
BRANDON      |  K67A4 KHMT&TT  |  0.4  
LAILA        |  K64A1 ToanHoc  |  4.9  
MENDY        |  K66A4 KHMT&TT  |  5.0  
LYLA         |  K64A3 KHMT&TT  |  3.2  
LYNELL       |  K65A1 ToanHoc  |  4.1  
LACRESHA     |  K67A3 KHMT&TT  |  5.5  
ALYSIA       |  K63A1 ToanHoc  |  9.2  
BREANNE      |   K66A5 KHDL    |  7.7  
LIZETH       |  K66A2 ToanTin  |  6.1  
FAUSTO       |  K65A2 ToanTin  |  2.5  
SHAN         |  K63A2 ToanTin  |  8.3  
LADONNA      |  K65A1 ToanHoc  |  1.7  
DAINE        |  K66A2 ToanTin  |  6.2  
PERCY        |  K63A1 ToanHoc  |  1.9  
JORGE        |  K66A1 ToanHoc  |  9.4  
OMEGA        |  K67A3 KHMT&TT  |  5.8  
RICK         |  K64A2 ToanTin  |  0.4  
JENE         |  K65A3 KHMT&TT  |  1.0  
ROSANA       |   K66A5 KHDL    |  5.6  
MAJOR        |  K64A1 ToanHoc  |  7.2  
ELINA        |  K63A4 KHMT&TT  |  3.9  
ADA          |  K65A4 KHMT&TT  |  4.8  
TAMARA       |   K64A5 KHDL    |  4.1  
ROBBYN       |  K64A1 ToanHoc  |  0.2  
ELISHA       |  K67A2 ToanTin  |  7.0  
MEAGAN       |  K66A2 ToanTin  |  1.1  
HELENE       |  K64A3 KHMT&TT  |  2.5  
JONNIE       |  K67A3 KHMT&TT  |  4.7  
LETICIA      |  K67A4 KHMT&TT  |  1.6  
MARGARETA    |  K67A4 KHMT&TT  |  2.2  
DERRICK      |  K63A2 ToanTin  |  9.5  
LOTTIE       |  K65A2 ToanTin  |  2.0  
HUEY         |   K65A5 KHDL    |  9.6  
ALIDA        |  K63A2 ToanTin  |  8.0  
SONJA        |  K66A3 KHMT&TT  |  6.8  
KATHI        |  K63A2 ToanTin  |  1.1  
CINDA        |  K63A3 KHMT&TT  |  2.3  
KENDA        |  K66A2 ToanTin  |  5.1  
JACQUALINE   |  K67A4 KHMT&TT  |  4.7  
LUCRETIA     |  K64A1 ToanHoc  |  9.3  
MACY         |  K67A2 ToanTin  |  7.6  
CHAS         |  K64A4 KHMT&TT  |  3.2  
PHILLIS      |  K67A2 ToanTin  |  2.6  
TAMISHA      |  K66A4 KHMT&TT  |  7.9  
TEGAN        |  K64A4 KHMT&TT  |  5.0  
ARON         |  K64A3 KHMT&TT  |  8.6  
SHAWNNA      |  K67A2 ToanTin  |  4.5  
ZACHARIAH    |  K64A2 ToanTin  |  3.3  
STEPHENIE    |  K65A4 KHMT&TT  |  9.8  
CHI          |  K65A3 KHMT&TT  |  6.5  
MOLLY        |  K64A4 KHMT&TT  |  5.8  
BRANDA       |   K64A5 KHDL    |  3.0  
CLARICE      |  K66A2 ToanTin  |  1.7  
SHAUNA       |  K66A3 KHMT&TT  |  8.2  
MARGE        |  K65A1 ToanHoc  |  8.1  
GISELLE      |  K66A4 KHMT&TT  |  0.8  
RAELENE      |  K64A1 ToanHoc  |  3.0  
DORIE        |  K64A2 ToanTin  |  3.8  
ANNMARIE     |  K65A4 KHMT&TT  |  5.7  
NANNIE       |  K67A1 ToanHoc  |  3.3  
GLINDA       |  K66A2 ToanTin  |  4.6  
ALYSIA       |  K67A2 ToanTin  |  4.9  
CHRISTAL     |   K63A5 KHDL    |  8.2  
DRUCILLA     |  K67A2 ToanTin  |  1.9  
LUE          |  K65A1 ToanHoc  |  9.7  
BRENDAN      |  K64A1 ToanHoc  |  1.4  
KYLIE        |  K66A4 KHMT&TT  |  7.0  
LARHONDA     |  K67A3 KHMT&TT  |  5.3  
CARLA        |  K65A4 KHMT&TT  |  5.8  
MOHAMMED     |  K67A1 ToanHoc  |  7.4  
FAVIOLA      |  K67A4 KHMT&TT  |  7.6  
ALYCIA       |  K63A3 KHMT&TT  |  1.7  
TAMRA        |  K63A1 ToanHoc  |  6.0  
ANGELICA     |  K67A4 KHMT&TT  |  1.3  
HILDEGARD    |  K65A3 KHMT&TT  |  0.5  
TAKISHA      |   K67A5 KHDL    |  1.9  
ELENI        |  K66A4 KHMT&TT  |  6.6  
ANNALISA     |  K64A1 ToanHoc  |  9.5  
PIA          |  K67A2 ToanTin  |  2.1  
GIUSEPPINA   |  K64A4 KHMT&TT  |  0.5  
MARGERY      |  K67A4 KHMT&TT  |  0.1  
BIBI         |  K65A2 ToanTin  |  7.9  
REANNA       |  K63A3 KHMT&TT  |  6.2  
JOANIE       |  K65A1 ToanHoc  |  2.0  
TEGAN        |  K67A4 KHMT&TT  |  9.0  
LIONEL       |   K65A5 KHDL    |  6.9  
CAREN        |  K66A2 ToanTin  |  5.5  
MASON        |  K67A4 KHMT&TT  |  0.8  
ROBBYN       |  K67A1 ToanHoc  |  6.8  
NOELLE       |   K64A5 KHDL    |  4.7  
SOL          |  K63A3 KHMT&TT  |  6.0  
CLYDE        |  K65A4 KHMT&TT  |  9.8  
LEONE        |   K64A5 KHDL    |  5.5  
PEARLENE     |  K64A4 KHMT&TT  |  5.0  
INDIA        |  K65A1 ToanHoc  |  4.3  
MARCIE       |  K66A2 ToanTin  |  2.3  
EMORY        |  K66A3 KHMT&TT  |  2.3  
JILL         |  K66A2 ToanTin  |  3.1  
KYLE         |  K66A2 ToanTin  |  0.1  
TANIA        |  K66A3 KHMT&TT  |  7.1  
MAKEDA       |  K66A3 KHMT&TT  |  1.6  
IVANA        |  K63A4 KHMT&TT  |  2.7  
SHERILYN     |  K66A2 ToanTin  |  0.3  
NED          |  K63A4 KHMT&TT  |  2.6  
CLOTILDE     |  K65A1 ToanHoc  |  7.8  
NANCEE       |  K67A2 ToanTin  |  2.0  
CLARK        |   K65A5 KHDL    |  7.0  
LAMONICA     |  K63A2 ToanTin  |  9.4  
SHARMAINE    |  K66A3 KHMT&TT  |  0.9  
JOEANN       |  K67A3 KHMT&TT  |  0.9  
ALISIA       |  K63A3 KHMT&TT  |  8.2  
LISHA        |  K64A2 ToanTin  |  6.6  
FELICIA      |  K63A2 ToanTin  |  0.9  
ELDRIDGE     |  K67A4 KHMT&TT  |  9.1  
VIRGILIO     |  K67A4 KHMT&TT  |  1.0  
MAHALIA      |  K63A2 ToanTin  |  1.3  
TOMMY        |  K66A3 KHMT&TT  |  4.7  
PRECIOUS     |   K65A5 KHDL    |  6.6  
HERTA        |  K66A3 KHMT&TT  |  2.7  
NORRIS       |  K65A4 KHMT&TT  |  3.5  
LURLINE      |  K63A4 KHMT&TT  |  3.1  
ARIANA       |  K67A2 ToanTin  |  8.4  
GALE         |  K64A2 ToanTin  |  4.8  
JOE          |   K64A5 KHDL    |  2.6  
LORENZA      |   K67A5 KHDL    |  9.9  
ERIKA        |   K64A5 KHDL    |  7.6  
PATRINA      |  K64A2 ToanTin  |  5.9  
EVON         |  K63A3 KHMT&TT  |  2.8  
CAROLANN     |  K65A3 KHMT&TT  |  0.9  
SUZY         |  K65A2 ToanTin  |  1.8  
JERMAINE     |  K65A4 KHMT&TT  |  4.1  
PAMELIA      |  K67A1 ToanHoc  |  4.0  
NATHANAEL    |  K65A3 KHMT&TT  |  8.2  
DEONNA       |  K64A2 ToanTin  |  5.5  
KYLA         |  K65A4 KHMT&TT  |  4.8  
MARQUITA     |  K64A2 ToanTin  |  9.3  
IRVING       |  K64A1 ToanHoc  |  6.8  
SHIRLEEN     |  K66A2 ToanTin  |  3.2  
FRANKLIN     |  K63A3 KHMT&TT  |  4.0  
IVANA        |  K65A1 ToanHoc  |  5.1  
AMIEE        |   K65A5 KHDL    |  10.0 
BRYANNA      |   K65A5 KHDL    |  2.2  
MARJORIE     |  K66A3 KHMT&TT  |  3.0  
DELAINE      |  K64A4 KHMT&TT  |  1.8  
MARTIN       |  K63A2 ToanTin  |  4.9  
MIKI         |  K63A1 ToanHoc  |  5.9  
